FSTL1	ASPM
KRT6A	ACTA2
MYO7B	NASP
SEH1L	PGM1
MTNR1A	MED20
MCL1	ANXA4
CDC45L	PRKCE
PRNP	ZNF187
DARC	COL3A1
FBXL8	YBX1
NEB	KIAA0146
ASGR1	CLDN17
IL6	PPM1A
CTGF	FASN
RAB17	ZNF208
JARID1B	ATP2A3
FBXL2	ST8SIA2
PTBP1	PCTK3
PTPN7	KLK13
CDC7	CXCR4
ZNF335	NCKAP1
MCCC2	DDX54
CPT2	VPS16
CDC2	CD52
IVD	SOD3
PSME1	MGMT
EPOR	STAT2
MVP	CFH
SF1	FXYD3
PNLIPRP2	COX5A
NUP210	DDB2
ANP32C	ZFP37
RAB11B	FYB
ITGB3BP	MIF
PPAN	ANGPTL4
YWHAB	LTBP3
CUL1	LAMA4
CCRK	ZNF318
DHX9	GPS2
NCKAP1	PI4KA
CLK1	ZNF551
PKN2	RGR
VDR	EXT2
ACE	LTF
PSMA2	PCBP1
DUSP11	NUMA1
L1CAM	PRRX2
DSPP	IL12A
NEK11	AQR
DLL3	AREG
CREB3L2	CCL5
GFRA3	CHRNA1
CPA1	WNT6
RTN4	MLLT1
FASLG	ME2
CACNA1D	FOXO4
PRKAA2	CCT2
CD163	RASAL2
CD37	ADARB1
DPT	GAPDHS
RGS5	ATP6V0E1
PRKAR2B	TSC22D1
KRT14	TMED1
KREMEN2	SPINT1
GRB10	NUP133
PCDHA10	CRP
CLSTN1	TOR1B
TBL1X	SLC5A5
GPR65	GK2
STXBP2	RBP4
ZNF155	LIG1
DFFA	SOCS5
FUT1	CDH11
PRPF4	PARP2
PGK2	PALLD
MS4A1	GPR65
ZNF580	CACNA2D1
EZH1	CXADR
CHP2	SLC19A1
LSP1	RAB17
PCAF	APCS
ALOX15B	AHNAK
CD59	CSPG4
CDK9	CLEC11A
ERP29	COL15A1
TTR	PIK3CA
DDIT4	AP3S2
CACNB4	MAP3K3
MAOB	FXYD2
PTGDS	EFNA2
ATP5L	CLOCK
ONECUT1	HPS4
CYP1A2	IRAK1
STX1A	PDCD4
STX17	APOA4
USP6	SIX5
POMP	DDR2
INPP4B	VPS13C
GMPPB	IGF1R
BMPR2	NOSIP
AHSA1	SSTR4
GCC1	AKT3
TIMM9	RUVBL2
HIVEP2	LPXN
KIAA0907	JUN
SUMO2	GRB10
CTSG	DDX10
GRIK1	RPL7A
TXK	HIST1H3A
CUL5	OAZ1
ICAM4	MAPKAPK3
ANAPC2	SIX1
SNRPA1	COL4A4
TAF13	NDUFV1
KCNJ4	ATP8B2
SLC5A5	LITAF
IL12RB2	TLE1
EIF5	ARNTL
RNASE3	CNR1
PIK3CG	APLP2
ZNF238	OBP2A
POLR2K	KIF2A
C8B	DAO
PREB	FTH1
OR3A3	VCAN
TUBA8	MAP4K4
IGLV2-14	KPNA4
STIL	ZNF212
NME7	DNMT3B
UBE2C	CNGB3
CDK2AP1	PRIM1
FHOD1	EEF1D
CYP3A7	PLA2G12A
DHPS	NR3C1
TFDP1	HPRT1
RPL5	IL1B
GTPBP4	CCR5
LHX3	CDH16
TUBGCP2	P2RY10
CD79A	PIN1
CIC	CAPN6
IL1R2	FCGR2A
PIK3CA	NKTR
TNPO3	TRIM2
GK3P	HOXC5
SLC6A5	GJA1
RAB3D	ZNF324
ERBB3	TBK1
DAZL	REV1
CYP2C18	PPIB
SDC1	RAP2B
ATP6V1H	SGK2
SYK	MED28
RPL3L	CAST
TDG	IFITM1
MYCBP2	NDUFS4
CYP27A1	FZD5
THAP7	TIMM8B
XPO1	RALYL
KCNN1	SLC9A1
SLC7A9	TBL1Y
CAMK2A	ZNF343
GRM5	SPRR3
PEX3	CACNA1D
AZGP1	RAB7A
CLU	STAM2
MED1	POLR2C
PABPC4	TRIM33
CXCL12	BIRC2
TFAP2C	SRPR
ULBP2	GMPS
OPRD1	NR2E3
CCL16	TAF1A
KLHL12	BMP6
LGI1	PTPRK
CD63	ZNF20
CX3CL1	CDCA8
TOP2A	HOPX
GPR50	KHDRBS3
GYPB	DDX4
NR5A2	EXOC2
FEN1	ZNF528
EHD3	PXDN
IGF1R	TRIM5
KLRC3	IKBKG
SF3B1	EYA3
CAV1	STK38
ALDH1A1	CDH8
NLGN1	COL4A3BP
HPRT1	BRSK2
RNASEL	CYP3A7
DNAH9	RAB11FIP5
FANCI	POMC
PSMA7	EXOSC5
TTF1	MDC1
TUBG1	PDE5A
RAD54L	ZNF451
ABCD1	CLDN6
ACAA1	SFMBT1
SPARCL1	ZNF493
IL6ST	PTPRH
ANK1	ADA
IL22RA1	DDX1
TEC	SH3BGRL
PSMB5	IFNA8
APCS	MCM7
ABCB4	IRF8
SFTPB	SSR1
MXD3	EPN1
MON2	DLC1
HNF4A	NSFL1C
CNTNAP2	ZNF184
TNFRSF10B	FGF21
RABEP1	PFKFB4
FRK	FOLH1
PPAP2B	SNRPD1
TBX19	GFI1B
CTDSP1	GABBR1
CDK5R1	TBCB
GABRR1	IFNGR1
CHD4	ATP6V0D1
IKBKE	ZNF638
RELA	TSC2
HIF1A	DHCR24
RPS19	HSD17B2
TSEN34	SYN3
C1QB	NOTCH3
KIF18A	ALAS2
TXNDC9	IL9
KHSRP	PRPF6
TNFRSF11A	LRP1
SEMA4G	GAD2
IBTK	NFATC3
FBL	SCG3
MATN1	KCNA10
CFTR	PHB
CAMK1D	IL11RA
DYNC1I1	CRLF3
PPP4C	HIRIP3
CD48	SFPQ
ST14	NSL1
GDI2	CCNB1
PKN1	ZNF263
XBP1	TMEM47
CEBPA	CSN2
SFRS12	TMED2
ALOX12B	PTK2B
ERF	PPAN
ARL3	TBCC
TDGF1	ITGB8
S100A10	NBEA
COX5B	MYO9A
ERCC6	PPARG
BAZ1A	ORC6L
PTPRO	ABR
ARID3B	STK17A
CD3G	LIMS2
PPAT	GLP2R
SIRT3	OPRK1
ZFP64	CHIT1
OTUD7B	NTSR2
ACTB	DPM1
IL7R	PTPN14
IFI35	NEFH
TLR4	LSM5
SLC30A5	MAP1S
ACVR2B	HLA-DMA
LMO3	TGOLN2
NEUROG1	RAG1
SOCS2	RIF1
PPP2R5D	SCO2
ZNF587	M6PR
CYP2C8	PGK1
CAP2	STAR
TIMM44	PEX10
ROM1	CCL1
MYLC2PL	KISS1
MOS	ISL1
MLH3	DAZ1
CD1E	EPS15L1
NOX1	VAC14
DNAJB5	CDC14A
COPB1	CFI
TMOD1	CD1C
SMG6	PACSIN2
INSR	SLC17A7
GLRB	SFRS12
HLA-DMA	SEMA3F
MARK4	JMJD2B
LRDD	IL13RA2
NFX1	FZR1
MBD3	PDE6H
PGC	CREB3L1
FGF3	GNGT1
RASAL2	ETV5
SYNJ1	EPHA7
PAICS	ITGAV
KLK10	CD79A
NFKBIE	AKAP9
TCEB2	GPER
KLF15	CACNG5
HLA-B	HBD
PPP2R2B	RP2
ARHGEF17	KDELR2
TCF7L2	HCLS1
CHD5	ZNF224
CACYBP	RAP1GAP
JAK1	CAPZA2
GPD2	EDF1
FBXL11	SSSCA1
CDV3	ZEB1
SCUBE2	SPSB1
MYCBP	ACLY
GPX5	NR1H2
FLOT1	SGTA
MMP25	CPE
ULK2	ARHGAP19
PIGO	WNT3
NRCAM	CCT5
CSRP2	LPP
HIPK2	KNTC1
GPER	ECEL1
DAP	ZNF682
ZMIZ1	GGCX
DDX58	SCN2A
TIMM13	HSF1
AKT1	NCR1
CDC34	RGL1
MCM6	PSMD14
ABCA7	GNRH1
EIF4A2	SNX3
RPGR	RFXAP
SHROOM2	MGAT1
COL6A3	EXOSC4
GNPAT	RICS
BXDC2	TMED5
HIST1H2BM	LMO3
EFNA3	NCAPD2
CYP2B6	PDPR
CAMKK2	RIPK1
NES	CCND2
SLC25A12	CSNK1D
POLR2C	SPAG4
ERCC6L	SERPINC1
EIF3K	SFRS9
CPSF4	SMC2
MLXIPL	RSL1D1
MAP2K1	PEO1
GH1	SLC7A6
HPS5	PPP1CC
POP5	SLC22A5
PTP4A1	CDH10
MARS	TST
PPIE	ADAM10
UBR2	SV2A
GP5	PPP3CC
IL8RB	GPR45
MAK	HMGN1
OR11A1	NFIX
PGLS	POFUT1
SAE1	KCNE4
COL6A1	LEPR
OAZ1	TRPC5
SGCE	LTBP4
IL11	FAS
YIPF5	MAP3K14
WNT4	APOE
CSN2	EPB41L1
TCF7	ZNF141
MMRN1	SAE1
SV2C	PDCL
LCN2	ZNF239
AKR1C3	TXNL4B
RNF19A	RACGAP1
GMDS	KCNK7
YKT6	SIRPG
SPARC	SNF1LK2
CBX5	TNXB
UBE2V2	UMOD
PPP2R5E	ERBB2IP
COL5A1	LECT1
DERL1	MEP1A
MOAP1	MAD2L1
SERPINC1	ZFHX4
F3	KCNF1
GTF3C1	ETF1
ZNF37A	EFNA3
CTSZ	GNAQ
NR1I2	CENPF
VTI1B	AP3D1
ZNF266	CSF2RB
TMEM48	LAMB1
APOA1	PPP2CB
PYGM	TOB2
KPNB1	ZNF471
WNT5B	ALK
FOXO3	CYP2C18
CRYBB2	NUPR1
KHDRBS1	DDX56
DCTN2	HERPUD1
PSEN1	CACNB3
PLA2G4B	PLK1
ZNF324B	TLX2
CDKN2A	PAXIP1
TSHB	HOXC13
RELN	GOLGA1
SCN2B	FOXH1
NKX3-2	COX6B1
SSBP1	RPS6
KPNA6	CLIC1
CASP2	HOXD11
SUPT7L	GFI1
PDIA4	HRC
ATP5E	GPSM2
SERBP1	TCF20
YTHDC1	ADRB3
CSF1R	RAC2
JUN	SOX17
MYL2	CYLC2
STK38	PKP4
AZI1	H2AFZ
RBP1	P2RY4
TOMM7	TLR5
TNFSF14	CKAP5
PNN	COG4
CEP57	ZWINT
AR	LYPLA1
DDX3X	ALB
HNRNPL	UBE4B
KIF3C	OR3A3
RUNDC3A	PAFAH1B3
POLR3D	RPLP0
GABRA3	RGS7
E2F3	FXC1
ATP6V1B1	GMNN
GOLGA4	PPAT
NOTCH1	ZNF76
ECD	LSM3
TMF1	ULK2
DAPK1	COX6A2
CDH5	FAH
DAAM1	IGLL1
TNFRSF10D	CCNC
SSTR4	VEGFA
FOSL1	RAG2
CD40LG	LRRFIP2
DCI	COL11A1
CES1	SEC23A
SMARCE1	TERF2IP
STK17B	ZKSCAN3
B3GAT3	IGFBP7
AARS	CHD1
CNTN6	HMGB2
CYP3A4	ITIH2
TRAP1	SPA17
USP1	PER1
CENPM	UBE3C
NPTXR	AP2A2
SAR1B	RPL4
DPYSL3	SRM
GPC1	PGRMC1
APP	PRDX1
GLS2	MTMR2
TOB1	BCAN
MNX1	EZH2
TCEAL1	RINT1
ORC5L	SEC23B
CENPF	GAK
C6	CDC5L
PRSS1	IL27RA
PTGIS	RNF139
CEACAM3	CD3E
ODZ4	HNRNPA2B1
HAPLN1	LMO7
RANGAP1	BGN
SNCB	TBCD
S100A9	RS1
SRY	VIPR1
RNGTT	EFHD1
CDCA8	EPHA1
CEP250	BNC2
MLC1	CD160
KCNJ2	TXNL1
ZNF492	EEF1A2
PDHA1	HMGCR
BYSL	CENPE
TKT	GC
PMPCA	KAL1
KLHL2	RGS19
DMP1	PAX3
MPL	DOK4
CRTAM	CDC42EP4
ADAM12	ECE2
CSPG4	CHKA
HSD17B2	MALL
UBE2G1	SMC5
PAK1	NMUR1
ADCY7	HLA-DPA1
FRAS1	LRRC1
OR2B6	RYR2
ATP13A1	GRHL2
TPX2	LEFTY1
HMGCS2	SNIP1
PRKRA	COMMD8
DAZAP1	RAB11FIP3
TLN1	TNNC2
NKX2-5	CD37
MITF	ZNF177
LILRB2	ATP5J2
CSTF1	PAWR
GYS1	SLC25A22
IGF2BP3	ABL2
DNAI1	RAB25
HOXD11	LSM7
DHX35	CXCL1
SLC33A1	CBL
HRG	PJA1
TRIM33	BDNF
PAPOLA	USF2
AATK	DKK1
MSH3	UTS2
RNF14	CNOT3
NDUFAB1	MKNK1
BAK1	RGS12
COX6C	EFNB2
MTNR1B	SCD
SPN	ELK3
GPR143	PTPRR
PCSK1	SERGEF
ATP5D	ERGIC3
RPS5	FUBP1
ARF6	PNKP
ANP32E	GIMAP5
YEATS4	INS
PCOLCE	AVPR2
HMGN1	BAMBI
CXADR	KDR
UTF1	FGD1
TSC22D1	POLA1
LAX1	PCDH11Y
PUF60	PLCB4
SHC1	SSR4
IRX5	RHOD
LIMS2	ZNF419
GINS1	SS18
PAPSS2	MBTPS1
SMO	ATP5H
ACSL3	ACADSB
PIK3R5	HOMER1
CDC14A	BPTF
UTRN	SQSTM1
CNN1	HOXD12
KRT1	MFNG
SIGLEC9	ADD1
RPL35	NUP88
IMPDH2	PTGES
ENOX2	SRP14
CLTA	CDK2AP1
SMC3	TNFSF8
OGDH	RXRA
GPR37L1	TLR1
ASB13	ZBTB7A
SIX5	NCF2
TAF5	CMA1
KPNA3	YWHAE
KCNA1	JMJD2C
HSPA1L	ATP8B3
RHOC	USP1
SSTR2	OSBPL1A
TH1L	PSTPIP1
CHRNA5	GRB2
PPP3CA	TK2
DLX2	NR2E1
ALDH3A2	PTP4A2
DDB2	SRR
MKNK1	EIF2AK3
HTR7	RPA1
RING1	KLRD1
AVPR1B	HTR1A
MSMB	CUBN
CEP170	CHD1L
PF4	MYBL1
MSH6	ACVR2A
ZNF556	LRP3
BCL2L10	RANBP9
AIRE	MAPK14
IPO4	COG2
FIGF	ASCC2
QDPR	SNRPA
FOXA2	PRKRA
BOP1	HIST1H1B
MAPK12	NEUROD2
POLR1E	SNAI1
PDE6C	NLRP1
INSRR	MAPK10
SIPA1	SPHK2
EP400	APLP1
PTK2	SDS
NDUFA8	DACT1
FABP5	FIS1
SORT1	ANGPTL3
LLGL2	KPNA2
YWHAQ	DNAJC6
KIR2DL4	IL4
MEIS2	BTF3
NFKB2	MDH1
PCDH7	ZNF671
RPLP1	ATP6AP2
FZD9	UBE2G2
HESX1	VGLL4
GNAT1	SEMA6B
NKX6-1	RPL8
ALCAM	CCL20
TRAM1	E2F5
TRIM29	FBXO11
NUP37	STAT6
RHEB	PDHB
CDS1	EMID1
RAB3A	PSMA4
GPD1	RAB22A
CDH15	BET1L
NPM1	PRLH
ADAM19	RORC
GCK	KLHL20
PRPS2	MUC1
DNMT3B	SNF8
SNF1LK2	KCNA5
ADRA2A	KIAA0907
CCT8	NEDD8
PDE4C	AP1B1
FYB	NPY1R
GUCA1B	ARHGEF9
PPFIA3	U2AF1
ZNF334	VEGFB
RANBP6	ILF3
LDHB	GNAT3
BAMBI	TDG
RAB5B	AKAP8
MRPS12	TUBG2
TAF10	NPHP4
LTBP1	CRX
RYR1	ZBTB11
MAPRE1	MTA1
FGF8	MARS
TRIP12	DNAJA1
NDUFA2	HAX1
CPEB1	NCK2
FGF6	ZW10
PCDHGA1	FBXL4
ABI2	KRT85
IKZF3	GAB1
ATF1	SEC61G
DYNC1H1	CD22
FGFR3	ORC4L
ARIH1	KRT7
POLDIP3	PBX2
RGPD5	ARG2
PLD1	NFIL3
CDC6	ARHGAP15
CHI3L1	MAST2
PIP5K3	HMOX2
CSDA	GUCA2B
NDUFC1	TIMM44
HPS4	MOBKL3
KIF2A	PILRA
RARB	AP4M1
CEL	RNF128
IMMT	ZNF155
PICALM	PGM5
MARK3	GCM2
DHX15	SCYE1
CNOT6	LDHC
ZNF702	BCL2L14
HIST1H1A	SAG
HLF	HOXB13
ARPC3	TRAF4
ADAMTS2	NCOR2
NPHS1	SCARF1
BRD8	GREM1
WDR12	OBFC2B
HOXD13	SLIT2
GABRQ	INPP5E
TCF4	POU3F1
NR2C2	RASSF2
NKTR	ETFB
TLE2	SLC12A3
AURKA	MXRA8
PAEP	EIF3K
AP3B1	PKIA
AKR7A3	PHC1
MLN	ISG20
TIAM1	ATR
RPP14	AGRP
PBX1	NET1
KRT17	ELA2A
GGA1	OBSCN
VAMP4	MCM6
BCAP29	RPH3AL
DDX24	CHAD
IQSEC2	EHD4
SETD8	C5
HEXIM1	FBXO2
SULT1A2	SSTR5
PRRX1	ZNF550
KLHL9	KIR3DL2
MYOD1	EIF3M
ARHGEF16	RPS20
GDF9	TDRD7
IL1RL2	PRLR
ECE1	NTHL1
TRAF2	HSPB3
MED18	AP1S2
HCK	GAS6
GABBR1	HOXA9
BMP6	PER2
PROX1	MYOM1
IL8RA	BRD8
EFHA1	LSP1
LSM3	GABRR1
CDSN	RSU1
SSRP1	KHSRP
RPE65	ROS1
SNAI1	BAZ2A
EFNA2	POLR1C
SPCS3	FECH
CLDN9	SNPH
CHAF1A	TPTE
ZFPM2	DUSP6
GC	TREX2
FTH1	APPL1
IER3	HIST1H2BN
YWHAH	CLU
ADRB1	DZIP1
ZNF193	NUP93
CSRP1	BIK
UMPS	ICAM2
RAD1	SEMA4C
COG4	HIST2H2BE
NFRKB	CD27
CDC2L5	ATXN3
FANCA	BARX2
GDF2	CSTF1
TIMM17A	SFRS8
OR2H1	ZNF286A
HNRNPA0	POU4F2
IKBKG	NUMB
PCBP1	ARHGAP10
NSD1	FGF2
SEC13	FGL1
EGF	CRY1
NHLH2	RBBP8
BRCC3	HSPA6
FYN	FAT2
CNDP2	NT5C2
KCND3	TSHB
GTF3C5	TCEB2
DUSP14	MRPS12
AP4M1	DNMT1
ABCC2	CKS2
COL5A2	ACP1
SNX13	FEM1B
ELA2B	ACVRL1
NAIP	TUBB4Q
XRCC4	TAF13
BAI1	IGKV1-5
THY1	GHRHR
KIT	RXRG
PDE6H	PSG4
EPHA7	AASDHPPT
SPAG9	MBP
ZNF294	RECQL5
ANTXR1	FGFR3
CREB3	TEP1
ETV7	SLC25A40
TAC3	SFRS7
CORO1C	TBL1X
RAD54B	TNK1
MED25	GRB14
BARD1	VPS4B
ZNF177	ASNS
MIP	SEC22B
ZNF442	CEBPB
F2	ARF3
FDX1	GNAZ
GRIA1	CDKN1C
IL13RA1	EVX1
EIF2B2	CAPN7
NHP2L1	NLK
WNT5A	PYGL
TRA@	CD300A
TAS2R7	SREBF2
RANBP1	POLR1E
CSNK2B	OR1G1
WBP11	PDE1B
CTNNB1	SYK
BHLHB2	GPR35
STK3	TGM4
REPS2	XRCC5
CCNK	EIF2B1
FSHR	DMBT1
UPK2	CSNK2A2
CD200	PSMB1
COL19A1	NCKAP1L
BMP15	TES
GAD2	GORASP1
ITGA6	SMAD9
BAG3	PAX9
C1GALT1	SDC1
ZNF468	CA12
RIC8A	RPS15
CCND1	BAIAP2
DKK4	RPS17
SGK2	GRID2
PIK3C2G	P2RY6
USP11	YWHAZ
IMPA2	RBBP5
PRKDC	ATIC
MSR1	MSTN
PDCD6IP	SEPT8
TRPM2	NUP62
PSMD2	PDE4D
ATXN2	GUCY1A2
USP18	WNT10B
RS1	TRIM21
RRAS	MAP4
NET1	CLASP1
LAMC3	CCNA1
NPY1R	CUL4A
MVD	S100A9
IK	RTN2
GABRG3	PSIP1
BCAS2	PMS2L5
ACE2	PRF1
KCTD17	TBXA2R
CALB2	GPBP1L1
CD79B	B2M
CEBPZ	TRPS1
FMOD	DEDD
IRS2	CEACAM8
ANAPC1	FAIM
PTPN14	TNIK
APTX	SNRPA1
SNRPG	ASGR1
NFATC3	ZNF81
LRIG1	MARK1
PRKACB	PTPRN2
ZNF354A	ST6GAL1
PCDH11X	MAPK8IP2
CAND2	DAP
RIMS1	ZNF667
SF3B2	DRAP1
CPB1	SCN5A
BCL6	ARID3B
MDH2	PPP1R2
BCAR3	CYP2A13
DRP2	ANKRD7
TXNL4A	ARHGAP1
OR3A1	NDN
RAB25	MAP4K1
PCTK3	DNAJB9
POR	EN1
SREBF2	GPD2
ZWINT	CAPG
OR10H1	HDAC1
ENPP2	TNF
UXT	MAP3K7
TGFB1	CSNK2B
ZXDC	KRT18
ZNF780B	ATP5J
APEX1	RANBP2
PPIAL4	SEC23IP
ZIC3	SENP2
PAX2	SFRS2B
MRPL11	MYBPC2
PSEN2	ATF2
GAST	MAFB
UBE2L3	EIF3G
ADRA1D	PLXNA1
FZD10	CENPN
ATP6V1E1	CCL13
SAR1A	OR10H3
ZNF223	PPP1R3A
KRT31	PRX
BIRC2	WISP1
NLGN3	FASTK
MEP1A	TBX19
SLC9A3R2	SP2
TIMP1	MRPL11
AQP6	WWOX
KCNIP1	ITGB6
YES1	OR2H1
RIPK5	BHLHB2
ABT1	PTPRE
SMG1	GABRA5
IL13	BCAT1
MDFI	NARS
PIP5K1C	PCDHA2
POU2F2	ABCA7
OR10C1	SNAP29
CLIC1	NFATC4
NNMT	ALMS1
ZNF74	MLL2
HYAL2	INA
IGFBP5	TRPV4
NRTN	RAGE
JMJD2A	DYNC1LI1
ERGIC3	ACE
POLD4	TAF7L
EPHB1	CLCA2
ANAPC10	C1QB
TNFRSF25	CHMP2B
BMP10	GPR124
SLC2A1	LHX2
CER1	KCNS3
RPH3A	CDH7
CREM	FOXK2
ATP2A3	XPO4
CCR7	DAP3
METAP1	ATOX1
KCNQ1	OR2S2
RECQL5	CYP11B1
NR2F2	CSNK1G2
BCL2A1	CHL1
ARHGEF5	SCGB1D1
PRDM1	CLIP1
FGD2	NKX3-1
BIN1	IL2RA
SRRM1	ATP12A
PCSK1N	TNNT3
PPP1CA	SF3B5
ZNF33B	CES1
NAP1L1	CTSB
CACNA2D2	BACE2
ECT2	ME1
SLC38A6	MEF2D
CCR4	C5AR1
COX6A1	STRAP
CD14	NUP37
ABCC9	THBS2
SNAP29	MRE11A
TRIP6	SPCS2
HMGCR	AGGF1
CDH3	SNX26
EI24	TOMM34
DOCK1	ALPK3
NR3C2	MORF4L2
NPAS2	HABP2
MYBL1	ALAS1
CRADD	THY1
HOXB1	AKR7A2
DUSP12	RAB6B
BLNK	CRKL
IL19	DDAH1
DOC2A	MDK
COPB2	USH1C
VIL1	CYP2B6
LECT1	SNAPC1
CDC27	SMNDC1
COPS6	ARHGDIB
COL9A1	GATA4
MCCC1	GABRB3
VAC14	MCF2
PSMD9	CD80
PPY	CNTNAP2
SRCAP	CST5
PPP1R13L	TREM2
BPGM	IARS
HMOX1	MYCL1
MC4R	HOXB1
CALML5	SORT1
INS	UBE2Z
CECR1	PDE3A
FLT1	CYP3A43
SERPINB8	LSM2
PPP2R4	FASLG
TMED3	ZNF614
PDIA2	CLDN7
EXT1	NAP1L4
RCOR1	NME7
EBI3	WNT2B
SMAD2	RANBP1
ODZ3	DTL
PPIH	ANAPC1
EIF2B4	FUBP3
EIF5B	GNB2L1
FOXJ3	TJP2
CENPE	SPATA5L1
CRABP2	DCT
ACTR3B	NME5
GATA3	LIMK2
TFAM	CYP2A6
PCDHA5	MAPK3
PIGH	IL11
GTF2H1	CCR2
MPZ	ZIC3
SSBP3	SKI
GDNF	TNFAIP6
TRPC5	ARNT2
TEP1	CCK
CRH	CRYGC
ACP5	HTR7
AMFR	FBP1
PLCB4	S100A14
MPHOSPH10	DTX2
PGF	ACAT1
G3BP2	KCNC2
SR140	GCDH
ISLR	GPI
PYGB	WEE1
HOXA2	SNRPB2
BAT1	CPA2
TSC1	RPRM
DKK3	DAB1
TULP1	PHKB
TNRC4	PPP1R15A
ZNF430	SLC11A1
PLA2G1B	PIK3R5
GTF2A2	ZNF267
RCHY1	CHN1
CYP27B1	CTBP1
VPREB1	ILF2
TACC3	MED18
PDCL	PRRG1
EID1	TCEAL4
RBM14	TRPV5
PPP2R5B	DCP2
TNFSF11	TRRAP
SPOP	MARK2
ICMT	HOXA11
PTPRF	LBX1
SEC24B	GCS1
MAML1	RPL11
POLL	TJP1
FXR2	PRPF18
TYK2	EGLN2
MYL3	SERPINF1
NRL	NOX1
PIP4K2A	GTF3A
TCL1A	RNASE6
MED7	ELA2
MYLK	ARHGAP6
UNC5C	ZNF221
ARL4D	WDR48
SH3BP5	STARD13
AKAP6	KPNA3
CTLA4	DNAJC8
SLC25A17	SH3GLB2
POLR2F	SERPINB5
PLA2G2D	COPB2
WNT2	CALB1
GLMN	MEOX1
MCM7	HOXB9
PDX1	IKBKE
DCLRE1A	RB1
SMAD1	CPB2
TLR7	STK38L
CLCN1	SCP2
PDLIM4	INSL3
STX18	ABHD5
SORCS3	AMBP
TRDMT1	ZNF480
PDGFA	ABCF1
CFL1	JAG2
IL4	FES
NAT2	USP10
PRG2	ZNF350
CPSF6	CELSR3
PIGQ	PIK3CG
KIAA0146	CYP11B2
CLSTN3	RALBP1
GBP1	NRXN2
CEP55	CXCL2
ZNF408	PTPRCAP
EYA3	ENSA
KRT20	CCNL2
HLA-DPB1	PDGFD
SFI1	RPL18A
IARS	SNRPE
ARFIP1	SNRPB
SFRS9	CEBPZ
CEP110	ATP13A3
MYF6	STAM
EVI2B	GOLGA3
TRPV4	RASSF1
SLC25A11	OGT
EHD4	POLR2A
NCKAP1L	FSHB
EMP3	AGA
SYNCRIP	ANP32E
ZNF426	TULP1
ATP5J	SCD5
CBX7	BAT3
OSBPL1A	EIF2C4
MED13	ELN
ZNF589	NCAN
CHRNB3	EPHA5
NIF3L1	NDUFA6
F2R	L1CAM
TRA2A	NAIP
RFC1	SH2B3
ADORA3	TFR2
ACTL7A	SPRY4
MAP2K7	ZMAT3
GZMB	P4HA2
FCGR3B	MLPH
BMP1	KIF2C
SP2	BLNK
SMPD3	AK3L1
NFE2L1	ETV3
STIP1	ADCY1
MMP26	ARPC1B
HLA-G	VPS33A
LRP2	ZNF253
MTDH	GBF1
HSP90AB1	PRKCD
PMAIP1	CPA3
RSBN1	CACNA1I
S100A2	DYNC1H1
C2	CRABP2
RHOT2	HMG20B
GCKR	KRT6B
EIF4EBP1	SFRS1
FER	MXI1
RGL2	FCGR1A
TRPC6	GMEB1
ARPC1B	IKZF2
SNRK	ATP1A1
DNM2	STK16
GCS1	HIPK2
EHMT1	GPR31
FBP1	GTF2IRD1
PLA2G7	ADRB2
VARS	ARIH1
RAX	NDC80
CCL1	EPO
TERT	SNRK
ALS2CR8	LIFR
MFAP2	CASP6
SOCS1	TNR
IL17RA	EIF2C1
MPP5	AZU1
SPA17	PLCL1
CAMK4	TAF9
CLPX	RHOB
NPLOC4	CELSR1
PJA1	KCNMA1
CPLX2	ZMIZ2
RB1	NOX4
GUCY2F	ATP8B1
PSMD4	SHFM1
COL16A1	CLCN1
GLRX	MON2
HIST1H2BK	TROAP
PF4V1	PRKAB2
REG1A	FBXL2
SHOC2	SGCB
FBXW7	PLOD1
MINA	MCFD2
CYB5R3	WNT8B
MYST4	HIST1H1A
NR0B2	SYTL2
TFAP2A	APPBP2
TIMELESS	TP53BP1
SLC25A36	IRF2
DDX10	MAP2K1
TMED10	LAMB2
RAB11FIP1	ABCA1
ZNF26	HPR
KRT7	TNFRSF14
RPA3	POLG2
YIF1A	PDIA2
PPRC1	SMARCD2
PCDH17	KCNN1
RABEPK	EIF6
SNF8	NCOA1
HTR1D	METAP1
RAD51AP1	POLI
HAT1	TUBA4A
H2AFV	FGFR1OP
SGCD	ANKRD6
OAZ3	NME4
CA3	SYP
PKIA	SERBP1
STX10	PFDN5
PEO1	ARL4A
KRT19	CD79B
ZNF143	CAPN10
ENO1	PFKM
P4HA1	SSPN
MAN1B1	KIR3DL3
TPTE	BMPR1B
AKAP8L	TFF2
GPR17	PAFAH1B2
UBE2Z	DPYSL4
COL4A1	RHOA
RNASE1	TRAIP
NDUFB11	PSEN2
OSBPL2	ITGBL1
PTTG2	CAPN1
GRM7	NF1
FFAR2	MARK3
TMEM123	CDH18
GLI2	ECT2
ALDH1A3	RGS17
TGIF1	RBM4B
SCO2	VCAM1
TP53	VCL
ZFAND5	XCR1
RAPGEF2	RING1
ATP6V1G2	NOTCH4
MNT	AQP5
PPP6C	NCOA6
OR51E2	SEC24B
OTUB1	SHC2
STK11	DCN
PRPSAP2	BTG3
MX1	PPM1B
PSMC5	APBB1
EXOSC4	RAB15
SETD1A	XPOT
YARS	KCNA3
SLN	FRAT2
NLRP1	CORO2B
RELB	NIF3L1
